"","user_id","Class","RDMA","WDMA","DegSim","LengthVar","MeanVariance","FMTD"
"1",1,0,0.941234625202837,0.122737074143619,0.0212348425672647,1.6815945068022e-05,0.972725037565961,1.97905759162304
"2",2,0,4.28402491374905,0.548931573728342,0.0199101270791721,4.64850308499955e-06,0.68505386735113,1.64583333333333
"3",3,0,4.9340628982482,0.632087777816839,0.020177939148297,5.4661963479718e-06,1.53614264923921,2.51063829787234
"4",4,0,10.939639839647,1.39698043109866,0.0153879634131219,8.43033442624621e-06,1.68139680648729,1.6
"5",5,0,1.4753080718838,0.190779217232766,0.0186163918027625,7.00362591235501e-06,1.45122271378462,2.49664429530201
"6",6,0,1.23747165123935,0.160821490521355,0.0232276299443818,1.03766106221155e-05,0.796161142841479,1.69461077844311
"7",7,0,0.621715077040257,0.0823033581136621,0.0235621021965877,3.01034605913211e-05,1.09051500419349,1.72614107883817
"8",8,0,4.43949838700502,0.568078537342062,0.019765683457216,4.85292640074262e-06,0.856471358946767,1.86842105263158
"9",9,0,11.9277393748156,1.52396306265177,0.00891365802792191,8.63475774198927e-06,1.14795666779991,1.33333333333333
"10",10,0,1.39706213220944,0.181411048149348,0.0211655947421687,7.92353083319879e-06,0.430792050664248,1.12307692307692
"11",11,0,1.4253551237331,0.184799763056531,0.0151577865472304,7.6168958595842e-06,0.749436348051328,1.78205128205128
"12",12,0,5.13998657441971,0.657450087152134,0.016666781744499,5.67061966371487e-06,0.94753355981897,1.24
"13",13,0,0.374388641218892,0.0509558527156702,0.0195588014399219,5.37143535596448e-05,1.43107772133445,2.41851106639839
"14",14,0,2.66215747781186,0.341864007927104,0.0164816082037974,8.66671743752896e-07,1.13073564325791,1.61818181818182
"15",15,0,2.52884401632232,0.324775585466944,0.0200839887344441,3.5561345439524e-07,1.74200574914567,2.40659340659341
"16",16,0,1.85850879121165,0.239293755868735,0.0205324006429557,3.42621788685142e-06,1.14872445929157,1.74074074074074
"17",17,0,9.37904163614057,1.19770022177448,0.0187115606870613,8.02148779476009e-06,1.21581532727889,2.03703703703704
"18",18,0,0.914983082267656,0.120275071671759,0.0236424851966312,1.74292150152512e-05,0.59848434621085,1.56565656565657
"19",19,0,13.1332736504199,1.67678670097959,0.0108170372782737,8.83918105773234e-06,0.806422872023448,1.61111111111111
"20",20,0,5.46675324983065,0.69863001741401,0.016048528190743,5.97725463732946e-06,1.74324552635529,2.06818181818182
"21",21,0,1.43691468716215,0.186502045151775,0.0139274018645615,7.31026088596961e-06,1.07519793467027,2.67741935483871
"22",22,0,2.04938082498758,0.263590852808809,0.0206435831427916,2.09746633452151e-06,1.24194214290416,2.2258064516129
"23",23,0,1.71817159721247,0.221738099660305,0.0193493314110518,4.55054612343826e-06,0.673219351771928,1.66129032258065
"24",24,0,3.85101843549551,0.493060827128859,0.0164071434053185,3.93302147989883e-06,0.855558001534536,1.4375
"25",25,0,3.34774683509622,0.4296727944505,0.0169923284855156,2.91090490118352e-06,0.418932601023016,1.19354838709677
"26",26,0,2.43821638297418,0.313165412547816,0.0248888105213435,5.32331770908853e-08,0.572287794759523,2.13592233009709
"27",27,0,10.4968331050041,1.34118599013295,0.0146965445442131,8.32812276837468e-06,0.654963706950794,1.91304347826087
"28",28,0,3.35092903132288,0.429673552984581,0.0172393468577593,2.91090490118352e-06,0.678987766666279,1.63934426229508
"29",29,0,7.71114184967121,0.986104180760581,0.015659963983599,7.4082178475309e-06,0.46057572567068,1.53333333333333
"30",30,0,6.0989291667796,0.7797802268296,0.0134881397335314,6.48831292668712e-06,0.739654016211684,1.60606060606061
"31",31,0,7.27134736830743,0.930964087762657,0.00908964599205598,7.20379453178784e-06,0.846185175712416,1.56
"32",32,0,6.56037262072923,0.838340056588889,0.0212038103932482,6.79494790030171e-06,0.624757371160862,1.81578947368421
"33",33,0,11.4138751649783,1.45794789334724,0.0241139713041051,8.53254608411774e-06,0.42785447902509,1.36363636363636
"34",34,0,13.1256204750893,1.67618274079574,0.0131475876148965,8.83918105773234e-06,2.24220085946829,2.11111111111111
"35",35,0,11.4121648145725,1.45787306574456,0.0196724950569785,8.53254608411774e-06,0.776491326776929,2.09090909090909
"36",36,0,13.1299594655005,1.67638219500338,0.0123880587868555,8.83918105773234e-06,2.65089450236715,2
"37",37,0,4.5919632300532,0.587589904139849,0.020490394139426,5.05734971648568e-06,0.793419182291982,1.67391304347826
"38",38,0,2.15587505419031,0.276732139788313,0.0138848453867772,1.48419638729232e-06,2.74626954007111,2.87037037037037
"39",39,0,11.9351394504491,1.52424794184212,0.0228029025969393,8.63475774198927e-06,1.31577359760288,1.58823529411765
"40",40,0,7.49163191079441,0.957856218721617,0.0210948604854559,7.30600618965937e-06,1.28617986487336,1.625
"41",41,0,5.04003296558623,0.644834393976818,0.0178845268705548,5.56840800584333e-06,0.553294154151253,1.45454545454545
"42",42,0,1.41484365399116,0.182904037412814,0.0228442612427917,7.82131917532726e-06,0.980705025023495,1.72592592592593
"43",43,0,1.16675028083,0.15138502331119,0.020941792013211,1.17053621744455e-05,0.807918726920705,1.63793103448276
"44",44,0,1.72350999052181,0.221932542101479,0.0218524467403105,4.55054612343826e-06,0.78181690600221,1.632
"45",45,0,5.45808157637036,0.698390516390852,0.0193762576533981,5.97725463732946e-06,0.665488703470484,1.675
"46",46,0,9.71918457672673,1.24160679876883,0.0170129648125593,8.12369945263162e-06,0.932672162715992,1.5
"47",47,0,10.4947905948746,1.34114334357649,0.02224483440526,8.32812276837468e-06,0.601807137656869,1.61904761904762
"48",48,0,4.01804845760213,0.514988783867995,0.0163768984449195,4.23965645351343e-06,0.836180999666373,1.69565217391304
"49",49,0,1.19370514595574,0.155316400847473,0.0140853638980998,1.09898805693447e-05,1.69366939562614,2.578125
"50",50,0,11.4109432152598,1.45770698447718,0.0121265777339093,8.53254608411774e-06,2.13252880005978,2.26666666666667
"51",51,0,11.418421767092,1.45808121211115,0.0136566538665019,8.53254608411774e-06,1.4373797106942,1.94117647058824
"52",52,0,4.67531871071607,0.598561745418609,0.0159183197992676,5.15956137435721e-06,0.725153854989342,1.24242424242424
"53",53,0,9.37904182348909,1.19766073818661,0.0161715375599268,8.02148779476009e-06,0.761557716755756,1.5
"54",54,0,4.02960360843748,0.515726290023269,0.0223110400973526,4.23965645351343e-06,1.19218625442217,1.77083333333333
"55",55,0,12.5121703939908,1.59696191960402,0.0165796247501183,8.7369693998608e-06,1.46407850997076,2.4
"56",56,0,1.38342532121828,0.178982026723996,0.0228497441168806,8.23016580681339e-06,0.721854213558845,1.62820512820513
"57",57,0,2.4589596502802,0.315922230431287,0.0199471542265356,4.8978480780646e-08,0.72072268510412,1.84883720930233
"58",58,0,1.68962389841037,0.218175364758248,0.0183618643221224,4.75496943918132e-06,1.15654351090932,1.86458333333333
"59",59,0,0.65996288506517,0.0871773953877119,0.0242139167110648,2.8161439091762e-05,1.00950616471633,1.64112903225806
"60",60,0,1.22757997177413,0.160014188694934,0.0220569329513683,1.03766106221155e-05,0.41815425644219,1.19496855345912
"61",61,0,12.5065483657493,1.59671792461672,0.0220750010283158,8.7369693998608e-06,1.42601939409729,2.38888888888889
"62",62,0,1.10705967639739,0.14360346580053,0.0205332057150714,1.28296904110323e-05,0.948290048040809,1.94088669950739
"63",63,0,2.83179931849432,0.363936753987188,0.0199813373506168,1.47994169098208e-06,0.878764309087209,2.03529411764706
"64",64,0,1.29402895572169,0.16740780619172,0.0233704554991728,9.5589173591433e-06,0.724175824281021,1.67455621301775
"65",65,0,3.26683663701441,0.418994973330999,0.0173300007958059,2.70648158544046e-06,0.764406174763305,1.4406779661017
"66",66,0,6.90614263943738,0.882462088225119,0.0223419645496022,6.99937121604477e-06,0.853820383776811,1.75757575757576
"67",67,0,8.74937218149229,1.11770876196479,0.0146598518181812,7.81706447901702e-06,1.03293482601039,1.54166666666667
"68",68,0,7.72384061503033,0.986328761765616,0.0201551477754353,7.4082178475309e-06,1.99504142443822,2.68
"69",69,0,4.08998758989232,0.523620656016913,0.0172417933838344,4.34186811138496e-06,0.863404144955661,1.78571428571429
