"","user_id","Class","H","DegSim","LengthVar","RDMA","FMTD"
"1",1,0,2.16706516619934,0.0211566848498713,1.69511175382996e-05,0.973336644177248,1.97905759162304
"2",2,0,1.86837639807504,0.0201265033154894,4.65510324518807e-06,4.4266513639999,1.64583333333333
"3",3,0,2.21635188968669,0.020177939148297,5.47819737027331e-06,5.1004096638953,2.51063829787234
"4",4,0,1.54693710975269,0.0150417679897723,8.46191357370733e-06,11.2999566876265,1.6
"5",5,0,2.24906228823092,0.0184710759477965,7.07398803727668e-06,1.5245927529303,2.49664429530201
"6",6,0,1.99120697127213,0.0232276299443818,1.04692513032533e-05,1.27989616491466,1.69461077844311
"7",7,0,1.90809331154383,0.0235621021965877,3.03263970709349e-05,0.643532162363394,1.72614107883817
"8",8,0,2.05589372636027,0.019805996027466,4.86087677645938e-06,4.5893183587242,1.86842105263158
"9",9,0,1.43949698692151,0.00896284694492286,8.66768710497864e-06,12.3288132451789,1.33333333333333
"10",10,0,1.25338050642871,0.0211655947421687,7.99996892799758e-06,1.44433455926752,1.12307692307692
"11",11,0,1.91522375893415,0.0151577865472304,7.69130863109061e-06,1.47394010923119,1.78205128205128
"12",12,0,1.37428836055609,0.0165248298279533,5.68397090154462e-06,5.31260627287353,1.24
"13",13,0,2.29343474282449,0.0195588014399219,5.40932399327713e-05,0.38740552852908,2.41851106639839
"14",14,0,1.83616625877931,0.0164816082037974,8.48292916668809e-07,2.75145584521786,1.61818181818182
"15",15,0,2.26436739512804,0.0200839887344441,3.3385908849053e-07,2.61369431650099,2.40659340659341
"16",16,0,1.59438989707861,0.0205324006429557,3.47295124002873e-06,1.92118472963106,1.74074074074074
"17",17,0,2.01972107187867,0.0187115606870613,8.0503665111647e-06,9.69380141490571,2.03703703703704
"18",18,0,1.69474659548949,0.0236424851966312,1.75684381321136e-05,0.944466558703272,1.56565656565657
"19",19,0,1.71288762151816,0.0107470183666384,8.87346063624995e-06,13.5738413392096,1.61111111111111
"20",20,0,2.13153295086995,0.0160937816173725,5.99263119845159e-06,5.65022963939869,2.06818181818182
"21",21,0,2.26780034187594,0.0139274018645615,7.38264833418364e-06,1.48364546272612,2.67741935483871
"22",22,0,2.07745742191214,0.0206435831427916,2.13542328676521e-06,2.11795032431449,2.2258064516129
"23",23,0,1.92287140296961,0.0193493314110518,4.60470566202094e-06,1.77643792215933,1.66129032258065
"24",24,0,1.53088235866203,0.0164071434053185,3.93489588573848e-06,3.98057560661953,1.4375
"25",25,0,1.33010768822866,0.0169923284855156,2.90602822938192e-06,3.45992303459311,1.19354838709677
"26",26,0,1.79217667000487,0.0248888105213435,7.76879740520922e-08,2.52088942653076,2.13592233009709
"27",27,0,1.79126128042071,0.0146965445442131,8.35902680807167e-06,10.8491558243874,1.91304347826087
"28",28,0,1.92738388297759,0.0174339750027469,2.90602822938192e-06,3.4639909261937,1.63934426229508
"29",29,0,1.68069701083293,0.015659963983599,7.43304591735077e-06,7.97002571824187,1.53333333333333
"30",30,0,1.92721292406762,0.0134881397335314,6.50706502662987e-06,6.30357384813052,1.60606060606061
"31",31,0,1.83195606412384,0.00908964599205598,7.22727238607946e-06,7.51672693273411,1.56
"32",32,0,1.81909974642599,0.0213998249428128,6.81572532353684e-06,6.78047859221073,1.81578947368421
"33",33,0,1.16256330784804,0.0238566035391875,8.56480033934298e-06,11.7968568737174,1.36363636363636
"34",34,0,1.63875868091501,0.0131901163407947,8.87346063624995e-06,13.5639155871502,2.11111111111111
"35",35,0,1.93448043337724,0.0195237386265026,8.56480033934298e-06,11.7947429500492,2.09090909090909
"36",36,0,2.06595732094917,0.0123443654451481,8.87346063624995e-06,13.5789772543999,2
"37",37,0,1.95486718634847,0.020490394139426,5.06665030773069e-06,4.74758458067293,1.67391304347826
"38",38,0,1.84508879630384,0.0137836586862783,1.51810269295127e-06,2.22813053917012,2.87037037037037
"39",39,0,1.839034323558,0.0227223105164479,8.66768710497864e-06,12.3352383931288,1.58823529411765
"40",40,0,1.86192557897901,0.0211131833056847,7.33015915171511e-06,7.74331258685069,1.625
"41",41,0,1.66918033686673,0.0177685546326328,5.58108413590897e-06,5.20923711692,1.45454545454545
"42",42,0,2.0223061247074,0.0228442612427917,7.89708216236192e-06,1.46210924654379,1.72592592592593
